X,Y
0.225217443119095,-0.252289101993522
0.236857344652024,-0.265870531199371
0.236857344652024,-0.252289101993522
0.243236802204067,-0.265870531199371
0.263178380880072,-0.159581336904853
0.269653424533922,-0.159581336904853
0.434890515657503,-0.138539494047738
0.494324968558649,-0.138539494047738
0.499144405164815,-0.138628009603269
0.533356507834093,-0.138628009603269
0.539670777550222,-0.140705730195819
0.542774944628539,-0.138395772236921
0.545481183792678,-0.138464310005303
0.572557278872665,-0.138395624701905
0.607999823564044,-0.138395772236921
0.630197855781638,-0.138398691389744
0.656070817045587,-0.140705730195819
0.674000317786339,-0.138719849967658
0.684846209259771,-0.138719849967658
0.690032932097804,-0.138464310005303
0.710907326311821,-0.227095387050971
0.710907326311821,-0.140705730195819
0.735526031354664,-0.138395624701905
0.737224279671502,-0.138408444712249
0.755186661624562,-0.138398691389744
0.777222110124854,-0.138652022047693
0.781854945045388,-0.227095387050971
0.784727266364954,-0.138652022047693
0.791999667675673,-0.138857964787957
0.795517125041788,-0.138395604911941
0.822320528697456,-0.139632427728947
0.829471912892846,-0.138398426141092
0.844047283270614,-0.139606297937172
0.872200347094502,-0.139632427728947
0.872200347094502,-0.139606297937172
0.874699496560946,-0.140601686549187
0.874699496560946,-0.138652022047693
0.888172686422756,-0.143325454122874
0.888172686422756,-0.140601686549187
0.889394981351126,-0.143325454122874
0.898052238848343,-0.138408444712249
0.985778529699874,-0.138395604911941
1.018276791986982,-0.140849519652290
1.018276791986982,-0.138857964787957
1.027224758418415,-0.138398426173536
1.027224758418415,-0.138398426141092
1.029370586942233,-0.138398426173536
1.073865769383115,-0.143774254200453
1.073865769383115,-0.140849519652290
1.114834354327813,-0.144679864693642
1.114834354327813,-0.139632427728947
1.126409232208730,-0.139606297937172
1.179315762256113,-0.138539494047738
1.184749296225748,-0.139632427728947
1.194480056708477,-0.138857964787957
1.194480056708477,-0.138719849967658
1.208645187502770,-0.146341033130791
1.208645187502770,-0.139632427728947
1.209007501027336,-0.138857964787957
1.233173801514474,-0.148663610869840
1.233173801514474,-0.144679864693642
1.238219055975529,-0.138857964787957
1.330708523912539,-0.149560580068284
1.330708523912539,-0.143774254200453
1.357801797497183,-0.143774254200453
1.373192900455543,-0.146341033130791
1.386483160051632,-0.139632427728947
1.400008670639348,-0.143774254200453
1.436129854036697,-0.141452763111518
1.470215671589371,-0.149560580068284
1.485877196264230,-0.256211991417931
1.485877196264230,-0.148663610869840
1.492344386843992,-0.146341033130791
1.601644622364530,-0.148663610869840
1.622453507834399,-0.149560580068284
2.131866172234365,-0.271535230765990
2.131866172234365,-0.256211991417931
2.258169074898417,-0.256211991417931
2.387157861449126,-0.264091259842920
2.389211071178760,-0.267681141402984
2.453641637269870,-0.271535230765990
